author,published_at,updated_at,like_count,text
@wonk4las,2024-08-09T08:23:03Z,2024-08-09T08:23:41Z,0,"sampai hr ini ini satu2nya politisi yg msh hidup yg sy idolakan, sehat terus kang"
@Dy58810,2024-08-09T07:11:55Z,2024-08-09T07:11:55Z,0,"Bang Pandji, harusnya mention korupsi yang ada di kota Bandung, mumpung berhadapan sama mantan walikota Bandung. Walikota sebelum dan sesudah RK, kecuali Alm. Mang Oded, semua dibabat KPK sampai dengan tingkat sekda. Bandung sekarang autopilot, ngga punya leader. wkwkwkwk."
@indonesiaberkah1149,2024-08-09T04:07:54Z,2024-08-09T04:07:54Z,1,"RK terlalu banyak Gimmick, lebih cocok jadi selebgram, Jabar masih banyak jalan rusak, orang miskin dan pengangguran..."
@budishohibuddin2564,2024-08-09T03:57:07Z,2024-08-09T03:57:07Z,0,Sangat beda apa yg menjadi pola pikir RK sekarang dengan ketika dia pertama kali nyalon Wali Kota. Pilih mana rakyat cerdas kalah atau rakyat tetap bodoh tapi menang?
@cakrul2025,2024-08-08T16:53:05Z,2024-08-08T16:53:05Z,1,Pendukung PDIP wajib pilih kotak kosong PDA Pilkada jakarta
@ibnum9138,2024-08-08T04:24:38Z,2024-08-08T04:24:38Z,0,Mantap pak RK
@ahafidz6061,2024-08-07T23:41:14Z,2024-08-07T23:41:14Z,0,"Di sisi lain..<br><br>Saya ga tahu kenapa ras sunda begitu tidak suka menjatuhkan/melawan saingan politik, atau emang kelembutan orang sunda dan kepantasan orang sunda tidak cocok utk rakyat indonesiq pada umumnya.. seperti kerasnya orang batak yg tidak disukai banyak rakyat indonesia , maka JAWA yg sampai sekarang bisa memimpin indonesia karena bisa melakukan keduanya ?"
@mekalektro,2024-08-07T03:02:13Z,2024-08-07T03:02:13Z,0,Ngurus Jakarta butuh TEKNOKRAT bukan AKADEMISI
@cakrawalaarsitektur5816,2024-08-06T15:05:18Z,2024-08-06T15:05:18Z,0,pandji kebanyakan gaya PELAWAK !
@faisalsyamsuri1639,2024-08-06T07:39:41Z,2024-08-06T07:39:41Z,0,Kang Emil yang sekarang sangat tidak bebas dalam berbicara. Wajar dikarenakan beliau menjadi juru kampanye salah satu paslon dan kebetulan memenangkan kontestasi pilpres.
@rezhara,2024-08-06T02:43:10Z,2024-08-06T02:43:10Z,0,😍😍😍😍
@ajinurcahyo5123,2024-08-06T02:29:29Z,2024-08-06T02:29:29Z,0,"Biarpun komen telat.. tapi simpulan saya melihatnya &quot;oh ya sudah kita anggap WAJAR politik dinasti, toh orang lain juga sama &amp; caranya juga demokratis&quot;.<br> Demokrasi itu kan dimaksudkan untuk menunjuk siapapun orang yg capable tanpa lihat status sosialnya. Prakteknya di kita siapapun yg &quot;elektabilitasnya&quot; tinggi itu yg diusung tanpa lihat kemampuannya.... ini ibarat jalan sesat demokrasi di kita"
@apresiasidarijabar5995,2024-08-04T00:30:44Z,2024-08-04T00:30:44Z,0,"Rata2 penonton disini orang2 yg seperti hidup dalam penderitaan, anak nya terancam, istri dan orang tua nya kelaparan, dll,...<br>Padahal mereka sedang menikmati kedamaian hidup tanpa perang dan kerusuhan, tapi karna beda dukungan politik sehingga selama 10 thn manusia di kolam ini dosa ghibah dan kebencian pada pemerintah Jokowi"
@susiadinani5042,2024-08-03T13:09:00Z,2024-08-03T13:09:00Z,0,Kalau istri jadi stand up apa gak namanya dinasti ??<br>Lo pakasain istri lo supaya bisa jadi stand up.<br>Memalukan
@halfdhal,2024-08-01T13:36:23Z,2024-08-01T13:36:23Z,0,Nunggu ahok
@aryasantikaputra1303,2024-07-30T11:33:50Z,2024-07-30T11:33:50Z,0,"Masih besar harapan saya kang emil bisa seperti dulu, karena di podcast ini saya masih melihat kang emil yg dulu namun tidak dalam tempatnya (berpartai)."
@VanNongka,2024-07-30T08:28:59Z,2024-07-30T08:28:59Z,0,Jawaban pertama RK langsung menggambarkan bahwa dia sdh menjadi Politikus oportunis
@user-xl9ug4hr6c,2024-07-30T01:27:38Z,2024-07-30T01:27:38Z,0,"idola sya ini, Ridwan Kamil"
@Alex-vh2ws,2024-07-29T08:02:55Z,2024-07-29T08:02:55Z,0,"bagus sih bang panji, saran aja nih ditampilin display chessboardnya wkwkw"
@fitrilengob3483,2024-07-28T10:53:26Z,2024-07-28T10:53:26Z,0,"Aku di athena,,yunani siapa tau bisa nyobain kopi nya😂"
@akhmaluhuy6121,2024-07-27T20:31:07Z,2024-07-27T20:31:07Z,0,&quot;aku eun&quot; real sundanese guy😂
@abdulganibachtiar2355,2024-07-27T15:47:09Z,2024-07-27T15:47:09Z,1,"<a href=""https://www.youtube.com/watch?v=1B2p8bOFvgs&amp;t=696"">11:36</a> mw tanya nih, klo kompetensi nya bagus dan yakin bisa buat warga bandung lebih maju lg, lalu hanya karena kang emil ngerasa gak nyaman d kamar bahas anggaran bu cinta tidak di izinkan kut kontestasi, kemudian, seandainya, warga bandung dpt pemimpin yg tdk kompeten dan malah membuat kotanya mengalami kemunduran, warganya susah tidur , susah hidup, ada penyesalan gak kang?"
@gemoysemua,2024-07-27T15:42:08Z,2024-07-27T15:42:08Z,0,"PAK, UDAH JABAR LAGI AJA. KELARIN YANG KE TUNDA"
@gemoysemua,2024-07-27T15:19:04Z,2024-07-27T15:19:04Z,0,cerdas!
@rivanfahreza_,2024-07-27T12:23:48Z,2024-07-27T12:23:48Z,0,"bang undang rocky gerung bangg trs 2 part, per part nya 1 jam hehe"
@irfantoha5824,2024-07-27T10:17:58Z,2024-07-27T10:17:58Z,0,"wadaw, saya menangkap Ridwan Kamil menghalalkan bansos sebelum pilpres,<br>makanya hukum tuh yang jelas biar gak dimainin...wkwk<br><br>penegaknya malah ikut main ini mah...wkwk<br>red card,"
@indri8174,2024-07-27T10:04:54Z,2024-07-27T10:04:54Z,0,"Gw gatau org² menilai dari mana ke RK. Cmn yg gw rasain sebagai generasi muda, ketika pak RK jadi Gubernur banyak bgt kesempatan baru untuk anak muda, salah satunya jabar future leader yang bener² dari semua daerah bisa ikutan dan itu bikin velue yg ikut bener² naik"
@AbdulAziz-cb6qv,2024-07-27T05:28:52Z,2024-07-27T05:28:52Z,0,Saran gue meja nya diganti meja catur bg...lebih keren
@BTS-oi8bz,2024-07-26T18:39:30Z,2024-07-26T18:39:30Z,0,"Harapan besar saya dulu, beliau jadi wakil pak Prabowo"
@rizqirivani,2024-07-26T06:36:08Z,2024-07-26T06:36:08Z,0,Akueun yah ?
@desainertampan,2024-07-25T21:51:05Z,2024-07-25T21:51:05Z,0,dewasa banget pak RK pikiran politiknya. Salam dari Bengkulu
@jzanyparas1658,2024-07-25T18:31:37Z,2024-07-25T18:39:41Z,0,Mentri pendidikan dan infrastruktur
@blinksatanndust6552,2024-07-25T17:54:54Z,2024-07-25T17:54:54Z,0,"Demokrasi itu yang mentukan rakyat, kalau rakyat masih bego dan kere pasti akan dimanfaatin oleh politikus untuk membeli suaranya, apalagi sosmed sudah menguasai seperti saat ini, rakyat yang bego dan kere dengan mudah (dibeli) logikanya untuk memilih para politikus melalui ocehan di sosmed.  🙏"
@putrimaharani4067,2024-07-25T16:33:49Z,2024-07-25T16:33:49Z,0,Busettt kudu bs multitasking banget ini mah maen catur sambil mikirin obrolan berat😂😂😂😂
@hashasanah7450,2024-07-25T12:07:55Z,2024-07-25T12:09:42Z,0,"Jaman sekarang, semua lini dipenuhi korupsi, mau masuk kerja pake orang dalam, urus sertifikat tanah ada meja hanyak pungli, bayar administrasi banyak banget, urus sim korupsi juga, yng saya tau murni cuma urus KTP sama KK saya salut Dukcapil, selain dari korupsi tanggungan pajak terlalu banyak, semua lini kita dikenakan pajak, sementara penghasilan masyarakat hanya untuk makan saja, coba pikir gimana masyarakat kita gk miskin.<br><br>Solusi biar korupsi hilang, atur regulasi dari pusat sampai daerah untuk hukum seberatnya bagi korupsi, beri ruang bagi masyarakat untuk melapor korupsi disetiap dinas"
@traveltranportasiinfo6672,2024-07-25T09:53:53Z,2024-07-25T09:53:53Z,0,Emil ini termasuk dinasti politik
@AgungPrasetyo-rn4bw,2024-07-25T06:10:47Z,2024-07-25T06:10:47Z,0,kapan rakyat indonesia memilih demokrasi....?
@abdusyakur9538,2024-07-25T03:58:10Z,2024-07-25T03:58:10Z,0,"Ini mah kaya Infrako kang emil, satuin jakarta ke Jawa Barat 🤣<br>Nyatuin Reg3 dengan Reg2 hahaha"
@nobeldinyinfuntasticfourfa4124,2024-07-25T01:16:29Z,2024-07-25T01:16:29Z,0,Suka podcast ini🥰
@PanduElmira,2024-07-24T20:37:00Z,2024-07-24T20:37:00Z,0,"<a href=""https://www.youtube.com/watch?v=1B2p8bOFvgs&amp;t=477"">7:57</a> gausah heran tentang golkar, golkar itu kan lambang nya pohon ya pohon punya akar so pasti nyambung semua wkwkwk"
@JasmineMarisya,2024-07-24T17:18:04Z,2024-07-24T17:18:04Z,0,JABAR JALAN MUNDUR WKWKWK
@hardstudio21,2024-07-24T15:21:34Z,2024-07-24T15:21:34Z,0,Panji juga pingin berpengaruh
@veranitas5466,2024-07-24T13:57:00Z,2024-07-24T13:57:00Z,0,ga juga ah... yang mapan pun banyak yg rakus pak
@dwikurniawati6113,2024-07-24T07:52:39Z,2024-07-24T07:52:39Z,0,Kenapa baru sekarang politik dinasti  gencar dibahas? Padahal praktiknya sudah ada sejak lama?
@Adiyat_Coto,2024-07-24T06:41:08Z,2024-07-24T06:41:08Z,0,"Yang saya tangkap, Kang Emil menjelaskan bahwa Demokrasi OTW kita saat ini berada pada posisi kebijakan-kebijakan populis. Kalau kita mempertanyakan dasar &quot;kesukaan&quot; rakyat terhadap pemerintah, maka akan berpengaruh juga kepada kualitas rakyat pemilihnya. Misal, kalau rakyatnya pendidikannya tinggi dan memiliki pola pikir yang kritis, tentu akan berpengaruh juga terhadap kebijakan &quot;populis&quot; yang diambil, kebijakannya akan semakin &quot;berkualitas&quot;. Rakyat yang cerdas dan kritis tentu tidak memandang kebijakan yang tidak berkualitas sebagai kebijakan &quot;populis&quot;. Ini juga akan mempengaruhi pemerintah. Atas dan bawah saling berkaitan. Ibarat dunia pasar, di mana ada pembeli dan penjual, si penjual tentu saja akan jualan barang yang laku di pasar."
@maratissholikhah9886,2024-07-24T06:10:09Z,2024-07-24T06:10:09Z,0,"Demokrasinya lagi OTW. Anjer masalahnya OTW nya berapa lama? Ini problem makin lama makin kompleks loh.. krisis iklim, ketimpangan si kaya si miskin, eksploitasi alam, perang US - China, Rusia - Ukraine, krisis middle east... ini Indonesia dibawa kemanaaaa? (Curhatan dari millenial &amp; gen Z))"
@user-bk8gf8my3e,2024-07-24T06:03:34Z,2024-07-24T06:03:34Z,0,makin keliatan panjji mah pro nya ke anies baswedan wkwkwk
@firdausmuntazar3699,2024-07-24T05:32:17Z,2024-07-24T05:32:17Z,0,"jujur aja, dari segi idealisme masih keliatan banget kang emil ini masih lumayan kuat. <br>sayangnya, idealismenya masih tabrakan dengan statementnya sendiri. <br>Contohnya? di akhir ditekankan memilih pemimpin itu harus jelas kompetensinya, di masalah menteri ditanyain juga menjawab hanya mau ngambil kalo yang dikasih sesuai kompetensinya (pasti nyinggung AHY). EH TAPI, kang emil sendiri yang menyuarakan gibran sebagai wakil presiden, yang kompetensinya belum jelas untuk level wapres. Tabrakan kan dengan idealismenya sendiri. Padahal mungkin ya, dari segi idealisme pragmatis, presiden itu simbol negara, jadi memang perlunya populer dan bisa menggerakkan rakyat, dan posisi wapres itu harusnya orang yang sangat kompeten, karena dia yang bekerja di balik layar (seperti dulu Hatta dan Habibie).<br><br>saya bersyukurnya, kang emil masih menjadi salah satu yang terbaik di bangsa ini di jajaran elit politik. setidaknya beliau ini masih punya mimpi yang jelas, gak kayak AHY yang menjadikan posisi menteri sebagai proses belajar alias magang."
@GenZNarratives,2024-07-24T04:52:12Z,2024-07-24T04:52:12Z,0,The best emang kang emil
@novembrinicko,2024-07-24T02:42:20Z,2024-07-24T02:42:20Z,0,"kita orang2 pintar dan sadar menyaksikan dari luar kotak, sementara pemain di dalam kotaknya itu2 aja. karena ada proses yg harus dilalui kaya masuk partai, promosi, cari massa, kaya, dll.. nah ga banyak org pintar kaya mau masuk ke kotak itu,mau gimana?? yah sistemnya gini aja terus,, mau diteriakin kaya gimana juga ga akan pada sadar"
@denpabji,2024-07-24T01:37:17Z,2024-07-24T01:37:17Z,0,PODCAST ASUMSI BY PANDJI!<br>Semua apa yang dia katakan tanpa data yang falid.<br>Percuma ngocehin Demokrasi yang sudah cacat dari lahir.
@anandarlzky,2024-07-23T18:41:01Z,2024-07-23T18:41:01Z,0,"<a href=""https://www.youtube.com/watch?v=1B2p8bOFvgs&amp;t=875"">14:35</a>-<a href=""https://www.youtube.com/watch?v=1B2p8bOFvgs&amp;t=895"">14:55</a> yang diucapin bang panji itu bener’ nyata ada di desa gue"
@RaymondDwipa,2024-07-23T17:47:13Z,2024-07-23T17:47:13Z,2,"Tks bung panji pragiwitjaksono...,podcast yg mencerdaskan bangsa. Edukasi politik. 🇮🇩"
@dgion827,2024-07-23T16:27:50Z,2024-07-23T16:28:21Z,1,"orang2 miskin kecerdasan akan bergeser jika di sodori sembako dan uang , kemungkinan di JABAR itu yang terjadi dan didaerah-daerah lain , begitu kondisi saat ini dimana lapangan pekerjaan sulit, jadi pasukan partai dengan bayaran 50rb per hari lebih baik daripada tdk bekerja"
@ranthechannel4856,2024-07-23T06:41:47Z,2024-07-23T06:41:47Z,1,"Parung Panjang Janji jalan tambang, PT. Sarana Jabar, Apa kabar ?"
@rurus7393,2024-07-23T06:25:30Z,2024-07-23T06:25:30Z,1,Asumsi negatif mas Pandji dianulir dengan sangat logic oleh kang emil ❤
@ApalahApalah-xq4ui,2024-07-23T06:03:32Z,2024-07-23T06:03:32Z,1,Serem sih<br>Melihat rakyat seperti melihat pasar
@kavlingpropertysyariah,2024-07-23T03:21:02Z,2024-07-23T03:21:02Z,0,&quot;Demokrasi Kita masih otw..&quot; namanya otw bukannya harus dibantu yaaa supaya bisa lebih cepet sampai tujuan.... program macam Desak Anies tuh bantu bangeet proses akselesarasi otw nya...
@excelindokrisnaputra4493,2024-07-23T02:08:00Z,2024-07-23T02:08:00Z,1,&quot;Banyak yg lulus kuliah tapi logikanya berantakan&quot; itu realitas umum yg banyak ditemukan 🤣
@goalrushgoalrush,2024-07-22T21:43:37Z,2024-07-22T21:43:37Z,0,p
@user-lw7vo6dq3r,2024-07-22T18:59:49Z,2024-07-22T18:59:49Z,0,Panji nanya percaya ga sama komeng.. Makanya praktek dong panji sok pinrer
@hanadiamumtaz2030,2024-07-22T16:33:09Z,2024-07-22T16:33:09Z,0,came here just to hate on rk
@renoisme2969,2024-07-22T12:43:36Z,2024-07-22T12:43:36Z,1,"Suka bgt waktu RK bilang &quot;dalam Islam, inna amalu bin niat&quot; tp dalam Islam juga Rasulullah saw tidak pernah memberikan kekuasaan kepada yg memintanya.. dan itu pasti ada alasannya."
@kimtia7106,2024-07-22T04:36:01Z,2024-07-22T04:36:01Z,0,"Rakyat jabar jgn milih orang munafik,pilkada jabar pilih yg tidak ada hubungan dgn paslon 02"
@ertigaku5736,2024-07-22T04:32:44Z,2024-07-22T04:32:44Z,0,"podcast yang bagus dan memberikan banyak pandangan akan demokrasi baik itu seperti apa, tapi rakyat saat ini,benar apa kata emil bilang &quot; teu hayang pusing,ngurusan urusan politik,jualan seblak ge can loba nu meuli&quot; ditambah politik kita belum &quot;dewasa&quot; lalu sedewasa apa politik kita...yah balik lagi ke &quot;NIAT&quot; apa sebenernya yang mereka2 ini cari ?? mkasdnya si politisinya? apapun alasannya minumnya teh sosro aja lah...kira2 begitu seh. ayeuna mah nu kudu dipikerkeun kumaha carana budak sakola teu pusing ku biaya sakola,dahar teu hese ku bahan baku nu mahal, jeung di tambah kolotna bisa neangan nafkah tina jualan seblak bisa laku loba...atau peluang bisnis,tidak di belenggu dengan aturan2 yang membuat usaha ini &quot;SULIT&quot;."
@kimtia7106,2024-07-22T04:18:47Z,2024-07-22T04:18:47Z,0,Rk munafik
@yusmanali7460,2024-07-22T02:03:35Z,2024-07-22T02:03:35Z,0,"bang saran, seting caturnya sudah dari awal, sepertinya lebih mantap"
@asrianugerahgustini9648,2024-07-21T23:21:03Z,2024-07-21T23:21:03Z,0,Mudahan kang Emil bisa nonton Mensrea di Bandung or Bogor heheheh...
@imwizzy2464,2024-07-21T20:52:14Z,2024-07-21T20:52:14Z,0,Bupati Sekayu bang
@rikasudranto2622,2024-07-21T20:45:17Z,2024-07-21T20:45:17Z,0,Thanks
@Hihj100,2024-07-21T17:08:17Z,2024-07-21T17:08:17Z,0,Bang panji cona jangan ngajarin dulu deh bicara nya maksud saya langsung ke pembjcaraan aja gtu<br>.. b<br>Hehe
@arblamstorychanel,2024-07-21T14:20:12Z,2024-07-21T14:20:12Z,0,Kang Emil pinternya Indonesia Banget
